1	0	10029
2	10029	18612
3	28641	11784
4	40425	12156
5	52581	9376
6	61957	8845
7	70802	7150
8	77952	13992
9	91944	16551
10	108495	14698
11	123193	14204
12	137397	21573
13	158970	21225
14	180195	15194
15	195389	17984
16	213373	11146
17	224519	12665
18	237184	1200
19	238384	5647
20	244031	4150
21	248181	5181
22	253362	18816
23	272178	5520
24	277698	5421
25	283119	17797
26	300916	5955
27	306871	8267
28	315138	26668
29	341806	12007
30	353813	15361
31	369174	40214
32	409388	32907
33	442295	4950
34	447245	15288
35	462533	23278
36	485811	6477
37	492288	14291
38	506579	14163
39	520742	794
40	521536	458
41	521994	302
42	522296	820
43	523116	1408
44	524524	828
45	525352	1483
46	526835	816
47	527651	829
48	528480	1424
49	529904	1432
50	531336	1536
51	532872	1547
52	534419	873
53	535292	1491
54	536783	876
55	537659	1499
56	539158	1402
57	540560	864
58	541424	1427
59	542851	865
60	543716	870
61	544586	1512
62	546098	1510
63	547608	1471
64	549079	814
65	549893	833
66	550726	1429
67	552155	865
68	553020	1425
69	554445	1407
70	555852	1441
71	557293	1423
72	558716	1415
73	560131	816
74	560947	1476
75	562423	1485
76	563908	1359
77	565267	1454
78	566721	1500
79	568221	817
80	569038	1464
81	570502	1686
82	572188	1414
83	573602	1472
84	575074	1442
85	576516	1430
86	577946	1370
87	579316	1377
88	580693	881
89	581574	1515
90	583089	830
91	583919	823
92	584742	849
93	585591	812
94	586403	1534
95	587937	822
96	588759	823
97	589582	1556
98	591138	811
99	591949	1463
100	593412	1453
101	594865	829
102	595694	11129
103	606823	3373
104	610196	7828
105	618024	5370
106	623394	11547
107	634941	5221
108	640162	16196
109	656358	8039
110	664397	11435
111	675832	19992
112	695824	9239
113	705063	18433
114	723496	2258
115	725754	13022
116	738776	10751
117	749527	6981
118	756508	24114
119	780622	24087
120	804709	7381
121	812090	12595
122	824685	4140
123	828825	2285
124	831110	2732
125	833842	4191
126	838033	8820
127	846853	5431
128	852284	247
129	852531	3288
130	855819	8603
131	864422	2750
132	867172	2402
133	869574	4313
134	873887	1991
135	875878	2688
136	878566	2119
137	880685	1421
138	882106	6601
139	888707	3278
140	891985	21048
141	913033	4878
142	917911	1612
143	919523	7388
144	926911	305
145	927216	36391
146	963607	6016
147	969623	4576
148	974199	5067
149	979266	2890
150	982156	1982
151	984138	10470
152	994608	2323
153	996931	4614
154	1001545	7472
155	1009017	5647
156	1014664	6347
157	1021011	5648
158	1026659	7720
159	1034379	10136
160	1044515	11130
161	1055645	13458
162	1069103	211
163	1069314	216
164	1069530	208
165	1069738	221
166	1069959	235
167	1070194	233
168	1070427	213
169	1070640	235
170	1070875	221
171	1071096	227
172	1071323	308
173	1071631	307
174	1071938	337
175	1072275	296
176	1072571	361
177	1072932	289
178	1073221	300
179	1073521	281
180	1073802	289
181	1074091	299
182	1074390	313
183	1074703	274
184	1074977	274
185	1075251	331
186	1075582	295
187	1075877	257
188	1076134	295
189	1076429	292
190	1076721	322
191	1077043	325
192	1077368	4463
193	1081831	11832
194	1093663	13905
195	1107568	3584
196	1111152	1707
197	1112859	610
198	1113469	13925
199	1127394	13450
200	1140844	7538
201	1148382	29570
202	1177952	16357
203	1194309	5335
204	1199644	2311
205	1201955	4284
206	1206239	8604
207	1214843	12567
208	1227410	3007
209	1230417	9141
210	1239558	4458
211	1244016	12617
212	1256633	10190
213	1266823	5420
214	1272243	1959
215	1274202	6974
216	1281176	6441
217	1287617	3945
218	1291562	7844
219	1299406	14085
220	1313491	4552
221	1318043	5640
222	1323683	2125
223	1325808	4168
224	1329976	3897
225	1333873	2859
226	1336732	3130
227	1339862	9388
228	1349250	4569
229	1353819	2885
230	1356704	2381
231	1359085	9637
232	1368722	4701
233	1373423	6062
234	1379485	7133
235	1386618	5267
236	1391885	3594
237	1395479	3731
238	1399210	17363
239	1416573	2397
240	1418970	4428
241	1423398	5855
242	1429253	2495
243	1431748	6475
244	1438223	3576
245	1441799	4918
246	1446717	16104
247	1462821	2573
248	1465394	3205
249	1468599	5185
250	1473784	8957
251	1482741	7047
252	1489788	8783
253	1498571	21618
254	1520189	17851
255	1538040	5381
256	1543421	5083
257	1548504	3956
258	1552460	7029
259	1559489	5860
260	1565349	2695
261	1568044	5040
262	1573084	10050
263	1583134	4490
264	1587624	4634
265	1592258	8057
266	1600315	5598
267	1605913	2398
268	1608311	4461
269	1612772	8179
270	1620951	3923
271	1624874	11533
272	1636407	8880
273	1645287	3941
274	1649228	1901
275	1651129	3984
276	1655113	4396
277	1659509	3485
278	1662994	5497
279	1668491	15794
280	1684285	31767
281	1716052	11796
282	1727848	2816
283	1730664	3535
284	1734199	2194
285	1736393	4108
286	1740501	3571
287	1744072	2482
288	1746554	9570
289	1756124	2622
290	1758746	2927
291	1761673	4144
292	1765817	3559
293	1769376	2897
294	1772273	13620
295	1785893	3387
296	1789280	978
297	1790258	3023
298	1793281	4320
299	1797601	3243
300	1800844	9880
301	1810724	7694
302	1818418	5012
303	1823430	8053
304	1831483	4648
305	1836131	3501
306	1839632	3938
307	1843570	5049
308	1848619	2252
309	1850871	1890
310	1852761	2506
311	1855267	4306
312	1859573	3300
313	1862873	3172
314	1866045	4251
315	1870296	2811
316	1873107	8386
317	1881493	6378
318	1887871	9972
319	1897843	7905
320	1905748	4344
321	1910092	6784
322	1916876	6238
323	1923114	3198
324	1926312	2555
325	1928867	1586
326	1930453	4020
327	1934473	3260
328	1937733	3848
329	1941581	2989
330	1944570	28746
331	1973316	7252
332	1980568	6270
333	1986838	1765
334	1988603	1800
335	1990403	1544
336	1991947	1225
337	1993172	4811
338	1997983	8197
339	2006180	10039
340	2016219	1304
341	2017523	7511
342	2025034	16477
343	2041511	6771
344	2048282	8756
345	2057038	5359
346	2062397	2689
347	2065086	1433
348	2066519	3831
349	2070350	3722
350	2074072	1500
351	2075572	9737
352	2085309	12153
353	2097462	8348
354	2105810	3526
355	2109336	4873
356	2114209	2091
357	2116300	2836
358	2119136	3184
359	2122320	24379
360	2146699	2013
361	2148712	2947
362	2151659	1153
363	2152812	2170
364	2154982	17666
365	2172648	14928
366	2187576	3836
367	2191412	2069
368	2193481	896
369	2194377	2429
370	2196806	1847
371	2198653	2741
372	2201394	3317
373	2204711	2008
374	2206719	2383
375	2209102	1670
376	2210772	2390
377	2213162	1684
378	2214846	1675
379	2216521	1341
380	2217862	5119
381	2222981	1527
382	2224508	3560
383	2228068	2318
384	2230386	1307
385	2231693	3632
386	2235325	2159
387	2237484	4701
388	2242185	291
389	2242476	280
390	2242756	291
391	2243047	304
392	2243351	290
393	2243641	308
394	2243949	90
395	2244039	90
396	2244129	4463
397	2248592	11832
398	2260424	13905
399	2274329	3584
400	2277913	1707
401	2279620	610
402	2280230	13925
403	2294155	13450
404	2307605	7538
405	2315143	29570
406	2344713	3623
407	2348336	2565
408	2350901	5105
409	2356006	3704
410	2359710	3794
411	2363504	4824
412	2368328	3711
413	2372039	3290
414	2375329	4541
415	2379870	2813
