1	0	10029
2	10029	18612
3	28641	11784
4	40425	12156
5	52581	9376
6	61957	8845
7	70802	7150
8	77952	13992
11	91944	14204
15	106148	17984
16	124132	11146
17	135278	12665
18	147943	1200
19	149143	5647
20	154790	4150
21	158940	5181
22	164121	18816
23	182937	5520
24	188457	5421
25	193878	17797
26	211675	5955
27	217630	8267
28	225897	26668
29	252565	12007
30	264572	15361
31	279933	40214
32	320147	32907
33	353054	4950
34	358004	15288
35	373292	23278
36	396570	6477
37	403047	14291
38	417338	14163
39	431501	794
40	432295	458
41	432753	302
42	433055	820
43	433875	1408
44	435283	828
45	436111	1483
46	437594	816
47	438410	829
48	439239	1424
49	440663	1432
50	442095	1536
52	443631	873
53	444504	1491
54	445995	876
55	446871	1499
56	448370	1402
57	449772	864
58	450636	1427
60	452063	870
61	452933	1512
62	454445	1510
63	455955	1471
64	457426	814
65	458240	833
66	459073	1429
67	460502	865
69	461367	1407
71	462774	1423
72	464197	1415
73	465612	816
74	466428	1476
75	467904	1485
76	469389	1359
77	470748	1454
78	472202	1500
79	473702	817
80	474519	1464
81	475983	1686
82	477669	1414
83	479083	1472
84	480555	1442
86	481997	1370
87	483367	1377
88	484744	881
89	485625	1515
90	487140	830
91	487970	823
92	488793	849
93	489642	812
95	490454	822
96	491276	823
97	492099	1556
98	493655	811
99	494466	1463
100	495929	1453
101	497382	829
103	498211	3373
104	501584	7828
105	509412	5370
107	514782	5221
109	520003	8039
112	528042	9239
114	537281	2258
117	539539	6981
120	546520	7381
121	553901	12595
122	566496	4140
123	570636	2285
124	572921	2732
125	575653	4191
126	579844	8820
127	588664	5431
128	594095	247
129	594342	3288
130	597630	8603
131	606233	2750
132	608983	2402
133	611385	4313
134	615698	1991
135	617689	2688
136	620377	2119
137	622496	1421
138	623917	6601
139	630518	3278
140	633796	21048
141	654844	4878
142	659722	1612
143	661334	7388
144	668722	305
146	669027	6016
147	675043	4576
148	679619	5067
149	684686	2890
150	687576	1982
151	689558	10470
152	700028	2323
153	702351	4614
154	706965	7472
155	714437	5647
156	720084	6347
157	726431	5648
158	732079	7720
159	739799	10136
160	749935	11130
161	761065	13458
162	774523	211
163	774734	216
164	774950	208
165	775158	221
168	775379	213
170	775592	221
202	775813	16357
203	792170	5335
204	797505	2311
205	799816	4284
206	804100	8604
207	812704	12567
208	825271	3007
209	828278	9141
210	837419	4458
211	841877	12617
212	854494	10190
213	864684	5420
214	870104	1959
215	872063	6974
216	879037	6441
217	885478	3945
218	889423	7844
219	897267	14085
220	911352	4552
221	915904	5640
222	921544	2125
223	923669	4168
224	927837	3897
225	931734	2859
226	934593	3130
227	937723	9388
228	947111	4569
229	951680	2885
230	954565	2381
231	956946	9637
232	966583	4701
233	971284	6062
234	977346	7133
235	984479	5267
236	989746	3594
237	993340	3731
238	997071	17363
239	1014434	2397
240	1016831	4428
241	1021259	5855
242	1027114	2495
243	1029609	6475
244	1036084	3576
245	1039660	4918
246	1044578	16104
247	1060682	2573
248	1063255	3205
249	1066460	5185
250	1071645	8957
251	1080602	7047
252	1087649	8783
253	1096432	21618
254	1118050	17851
255	1135901	5381
256	1141282	5083
257	1146365	3956
258	1150321	7029
259	1157350	5860
260	1163210	2695
261	1165905	5040
262	1170945	10050
263	1180995	4490
264	1185485	4634
265	1190119	8057
266	1198176	5598
267	1203774	2398
268	1206172	4461
269	1210633	8179
270	1218812	3923
271	1222735	11533
272	1234268	8880
273	1243148	3941
274	1247089	1901
275	1248990	3984
276	1252974	4396
277	1257370	3485
278	1260855	5497
279	1266352	15794
280	1282146	31767
281	1313913	11796
282	1325709	2816
283	1328525	3535
284	1332060	2194
285	1334254	4108
286	1338362	3571
287	1341933	2482
288	1344415	9570
289	1353985	2622
290	1356607	2927
291	1359534	4144
292	1363678	3559
293	1367237	2897
294	1370134	13620
295	1383754	3387
296	1387141	978
297	1388119	3023
298	1391142	4320
299	1395462	3243
300	1398705	9880
301	1408585	7694
302	1416279	5012
303	1421291	8053
304	1429344	4648
305	1433992	3501
306	1437493	3938
307	1441431	5049
308	1446480	2252
309	1448732	1890
310	1450622	2506
311	1453128	4306
312	1457434	3300
313	1460734	3172
314	1463906	4251
315	1468157	2811
316	1470968	8386
317	1479354	6378
318	1485732	9972
319	1495704	7905
320	1503609	4344
321	1507953	6784
322	1514737	6238
323	1520975	3198
324	1524173	2555
325	1526728	1586
326	1528314	4020
327	1532334	3260
328	1535594	3848
329	1539442	2989
330	1542431	28746
331	1571177	7252
332	1578429	6270
333	1584699	1765
334	1586464	1800
335	1588264	1544
336	1589808	1225
337	1591033	4811
338	1595844	8197
339	1604041	10039
340	1614080	1304
341	1615384	7511
342	1622895	16477
344	1639372	8756
345	1648128	5359
347	1653487	1433
348	1654920	3831
349	1658751	3722
350	1662473	1500
351	1663973	9737
352	1673710	12153
353	1685863	8348
357	1694211	2836
358	1697047	3184
359	1700231	24379
360	1724610	2013
361	1726623	2947
362	1729570	1153
364	1730723	17666
366	1748389	3836
367	1752225	2069
368	1754294	896
369	1755190	2429
370	1757619	1847
371	1759466	2741
372	1762207	3317
373	1765524	2008
374	1767532	2383
375	1769915	1670
376	1771585	2390
377	1773975	1684
378	1775659	1675
379	1777334	1341
380	1778675	5119
381	1783794	1527
382	1785321	3560
383	1788881	2318
384	1791199	1307
385	1792506	3632
386	1796138	2159
387	1798297	4701
388	1802998	291
389	1803289	280
390	1803569	291
391	1803860	304
392	1804164	290
393	1804454	308
394	1804762	90
395	1804852	90
396	1804942	4463
397	1809405	11832
398	1821237	13905
401	1835142	610
403	1835752	13450
404	1849202	7538
405	1856740	29570
408	1886310	5105
409	1891415	3704
410	1895119	3794
411	1898913	4824
412	1903737	3711
413	1907448	3290
415	1910738	2813
